-------------------------------------------------------------------------------
		   "Numerical Analysis Algorithms in C" v4.2
-------------------------------------------------------------------------------

NAA v4.2 Sample Output

Euler's Variable Step-Size for Systems - Algorithm 5.7B

From p.309, Problem #1. f)
y'(1) = f(1,t,y) = 32*y1 + 66*y2 + 2*t/3 + 2/3
y'(2) = f(2,t,y) = -66*y1 - 33*y2 - t/3 - 1/3

a <= b <= c.  Use h1 for a <= t <= b and use h2 for b <= t <= c
Solving for points on intervals [0,0.1] and [0.1,1].
y[1](0) = à1 = 0.333333
y[2](0) = à2 = 0.333333
Interval number h1 = 0.01
Interval number h2 = 0.1
Number of intervals N = 19

 t	  W[1]		  W[2]		
---------------------------------------
 0.00	 0.333333333	 0.333333333	
 0.01	 0.666666667	-0.553333333	
 0.02	 0.521533333	-0.164978667	
 0.03	 0.58633808	-0.335940173	
 0.04	 0.559112418	-0.261587272	
 0.05	 0.572314126	-0.29487019	
 0.06	 0.567840321	-0.280967449	
 0.07	 0.571177374	-0.287791142	
 0.08	 0.571145313	-0.285551496	
 0.09	 0.572647825	-0.287315571	
 0.10	 0.573533519	-0.287351318	
 0.20	 0.574745709	-0.2881729	
 0.30	 0.591990839	-0.402612871	
 0.40	-0.0842167548	 5.46463556	
 0.50	 35.8062176	-303.582721	
 0.60	-1853.15984	 15964.8724	
 0.70	 97584.9933	-840428.94	
 0.80	-5136973.92	 44241303.7	
 0.90	 270417314	-2.3289223E+009	
 1.00	-1.4235135E+010	 1.2259763E+011	
