-------------------------------------------------------------------------------
		   "Numerical Analysis Algorithms in C" v4.2
-------------------------------------------------------------------------------

NAA v4.2 Sample Output

Symmetric Power Method - Algorithm 9.2

Maximum number of iterations: 25
Tolerance = 0.0001
System has 3 equations and 3 unknowns.

A = [   4   -1    1  ]
    [  -1    3   -2  ]
    [   1   -2    3  ]
    
X = [    1    0    0  ]t


 k	 æ = mu		 X[1]		 X[2]		 X[3]		
----------------------------------------------------------------------
 0			 1.000000000	 0.000000000	 0.000000000	
 1	 4.000000000	 0.942809042	-0.235702260	 0.235702260	
 2	 5.000000000	 0.816496581	-0.408248290	 0.408248290	
 3	 5.666666667	 0.710669055	-0.497468338	 0.497468338	
 4	 5.909090909	 0.646996639	-0.539163866	 0.539163866	
 5	 5.976744186	 0.612836480	-0.558762673	 0.558762673	
 6	 5.994152047	 0.595247159	-0.568190470	 0.568190470	
 7	 5.998535871	 0.586335581	-0.572804760	 0.572804760	
 8	 5.999633834	 0.581851940	-0.575086220	 0.575086220	
 9	 5.999908450	 0.579603333	-0.576220434	 0.576220434	
 10	 5.999977112	 0.578477355	-0.576785901	 0.576785901	
 11	 5.999994278	 0.577913950	-0.577068222	 0.577068222	
 12	 5.999998569	 0.577632144	-0.577209280	 0.577209280	
 13	 5.999999642	 0.577491215	-0.577279783	 0.577279783	
 14	 5.999999911	 0.577420744	-0.577315028	 0.577315028	
