-------------------------------------------------------------------------------
		   "Numerical Analysis Algorithms in C" v4.2
-------------------------------------------------------------------------------

NAA v4.2 Sample Output

Adams Variable Step-Size Predictor-Corrector - Algorithm 5.5

y' = f(t,y) = -y + t + 1

Tolerance: 1e-005
Solving for points on interval [0,2].
y(0) = à = 1
Minimum interval number, hmin = 0.02
Maximum interval number, hmax = 0.25

 i	 t		 h		 w ÷ y
-------------------------------------------------------
 0	 0.000000000	 0.250000000	 1.000000000
 1	 0.129882833	 0.129882833	 1.008081455
 2	 0.259765665	 0.129882833	 1.030998486
 3	 0.389648498	 0.129882833	 1.066944099
 4	 0.519531330	 0.129882833	 1.114330011
 5	 0.649414163	 0.129882833	 1.171764351
 6	 0.779296995	 0.129882833	 1.238023165
 7	 0.909179828	 0.129882833	 1.312031596
 8	 1.039062660	 0.129882833	 1.392845718
 9	 1.168945493	 0.129882833	 1.479636576
 10	 1.298828325	 0.129882833	 1.571676182
 11	 1.428711158	 0.129882833	 1.668325221
 12	 1.558593990	 0.129882833	 1.769022249
 13	 1.688476823	 0.129882833	 1.873274207
 14	 1.818359655	 0.129882833	 1.980648092
 15	 1.948242488	 0.129882833	 2.090763643
 16	 1.961181866	 0.012939378	 2.101870766
 17	 1.974121244	 0.012939378	 2.113001444
 18	 1.987060622	 0.012939378	 2.124155375
 19	 2.000000000	 0.012939378	 2.135332259
